YearStart,LocationDesc,Class,Data_Value,Sample_Size,StratificationCategory1,Stratification1
2021,Wyoming,Obesity / Weight Status,40.0,519.0,Income,"$75,000 or greater"
2022,Texas,Obesity / Weight Status,32.7,5021.0,Income,Data not reported
2019,Wyoming,Obesity / Weight Status,40.5,1969.0,Gender,Male
2019,Texas,Obesity / Weight Status,40.1,1559.0,Age (years),45 - 54
2023,District of Columbia,Obesity / Weight Status,35.6,500.0,Age (years),35 - 44
2019,Hawaii,Obesity / Weight Status,34.9,2501.0,Race/Ethnicity,Non-Hispanic White
2019,Ohio,Physical Activity,28.4,6951.0,Gender,Female
2019,Illinois,Obesity / Weight Status,31.6,447.0,Income,Data not reported
2019,New Hampshire,Physical Activity,43.0,2276.0,Gender,Male
2023,Rhode Island,Physical Activity,30.1,1786.0,Age (years),65 or older
2021,Kansas,Obesity / Weight Status,31.8,5661.0,Income,Data not reported
2021,Washington,Physical Activity,20.4,2422.0,Age (years),55 - 64
2020,West Virginia,Obesity / Weight Status,33.9,2137.0,Age (years),65 or older
2022,Washington,Obesity / Weight Status,32.5,2387.0,Age (years),25 - 34
2019,Guam,Obesity / Weight Status,25.5,279.0,Race/Ethnicity,Non-Hispanic White
2023,Michigan,Physical Activity,41.9,750.0,Income,"$15,000 - $24,999"
2019,Guam,Fruits and Vegetables,33.8,251.0,Income,"$35,000 - $49,999"
2021,Delaware,Fruits and Vegetables,44.2,175.0,Age (years),18 - 24
2022,Colorado,Obesity / Weight Status,29.4,432.0,Education,Less than high school
2019,Wyoming,Physical Activity,29.7,2098.0,Age (years),65 or older
2020,Hawaii,Obesity / Weight Status,27.6,3923.0,Gender,Female
2020,North Carolina,Physical Activity,11.2,2183.0,Education,College graduate
2023,Connecticut,Obesity / Weight Status,31.8,1740.0,Education,High school graduate
2019,Ohio,Physical Activity,40.5,692.0,Race/Ethnicity,Non-Hispanic Black
2023,Oregon,Physical Activity,26.7,495.0,Income,"$25,000 - $34,999"
2019,Nebraska,Physical Activity,20.6,1487.0,Age (years),25 - 34
2021,Arkansas,Obesity / Weight Status,31.1,583.0,Income,"$15,000 - $24,999"
2019,Minnesota,Physical Activity,21.8,1751.0,Income,"$35,000 - $49,999"
2019,Illinois,Fruits and Vegetables,38.4,3440.0,Race/Ethnicity,Non-Hispanic White
2019,Nebraska,Physical Activity,48.7,2870.0,Age (years),55 - 64
2023,Mississippi,Physical Activity,23.1,189.0,Income,"Less than $15,000"
2021,Idaho,Fruits and Vegetables,17.0,791.0,Income,"$35,000 - $49,999"
2021,South Dakota,Obesity / Weight Status,27.2,524.0,Income,"$15,000 - $24,999"
2019,New York,Obesity / Weight Status,36.2,2268.0,Income,Data not reported
2023,Maryland,Physical Activity,56.5,2661.0,Race/Ethnicity,Non-Hispanic Black
2019,Kentucky,Obesity / Weight Status,23.1,52.0,Race/Ethnicity,American Indian/Alaska Native
2019,California,Obesity / Weight Status,50.1,69.0,Race/Ethnicity,American Indian/Alaska Native
2019,Tennessee,Obesity / Weight Status,39.0,922.0,Income,"$15,000 - $24,999"
2018,Florida,Physical Activity,12.0,151.0,Race/Ethnicity,Asian
2019,Connecticut,Physical Activity,21.8,1741.0,Education,High school graduate
2022,Montana,Obesity / Weight Status,36.8,2121.0,Income,Data not reported
2019,Maryland,Physical Activity,15.1,779.0,Income,"Less than $15,000"
2021,Delaware,Obesity / Weight Status,22.5,180.0,Age (years),18 - 24
2023,New Jersey,Obesity / Weight Status,34.3,594.0,Income,"$25,000 - $34,999"
2020,New Hampshire,Obesity / Weight Status,33.4,533.0,Income,"$15,000 - $24,999"
2020,California,Physical Activity,20.2,748.0,Age (years),35 - 44
2021,Georgia,Obesity / Weight Status,39.0,1286.0,Age (years),55 - 64
2021,Iowa,Physical Activity,23.6,8048.0,Race/Ethnicity,Non-Hispanic White
2018,Michigan,Physical Activity,28.1,92.0,Race/Ethnicity,American Indian/Alaska Native
2018,Missouri,Physical Activity,33.7,567.0,Race/Ethnicity,Non-Hispanic Black
2022,Virginia,Obesity / Weight Status,33.8,1749.0,Age (years),55 - 64
2019,Alabama,Physical Activity,30.9,987.0,Age (years),45 - 54
2019,Oregon,Physical Activity,50.9,1255.0,Education,High school graduate
2019,Utah,Physical Activity,36.9,4183.0,Income,"$75,000 or greater"
2019,Oklahoma,Physical Activity,22.9,647.0,Income,"$35,000 - $49,999"
2023,National,Physical Activity,41.5,55560.0,Income,"$50,000 - $74,999"
2021,North Carolina,Physical Activity,19.6,754.0,Age (years),35 - 44
2019,District of Columbia,Physical Activity,26.7,1009.0,Race/Ethnicity,Non-Hispanic Black
2021,North Carolina,Physical Activity,24.9,2634.0,Gender,Female
2022,Hawaii,Physical Activity,25.7,709.0,Income,"$25,000 - $34,999"
2019,Oregon,Physical Activity,14.0,1598.0,Income,"$75,000 or greater"
2019,New York,Physical Activity,26.7,204.0,Race/Ethnicity,Other
2019,Florida,Fruits and Vegetables,43.2,1426.0,Education,Less than high school
2023,Kansas,Physical Activity,37.7,2985.0,Education,Some college or technical school
2021,Oregon,Fruits and Vegetables,35.8,2231.0,Income,Data not reported
2023,Alaska,Physical Activity,37.3,288.0,Income,"$15,000 - $24,999"
2019,Louisiana,Physical Activity,19.6,2658.0,Race/Ethnicity,Non-Hispanic White
2020,Guam,Obesity / Weight Status,34.4,2058.0,Total,Total
2018,Arizona,Obesity / Weight Status,31.7,105.0,Race/Ethnicity,Other
2020,Pennsylvania,Physical Activity,19.4,720.0,Income,"$50,000 - $74,999"
2019,Massachusetts,Obesity / Weight Status,37.5,2346.0,Age (years),65 or older
2019,Mississippi,Physical Activity,17.3,1842.0,Gender,Male
2023,Colorado,Physical Activity,28.3,689.0,Income,"$25,000 - $34,999"
2019,Nevada,Obesity / Weight Status,17.7,213.0,Age (years),18 - 24
2021,Massachusetts,Obesity / Weight Status,39.0,731.0,Income,"$50,000 - $74,999"
2019,Michigan,Fruits and Vegetables,18.6,3022.0,Education,Some college or technical school
2023,Alabama,Physical Activity,30.2,298.0,Education,Less than high school
2019,Virginia,Obesity / Weight Status,35.4,2108.0,Education,High school graduate
2023,New Mexico,Physical Activity,56.3,471.0,Age (years),55 - 64
2018,Wyoming,Physical Activity,20.9,1469.0,Education,Some college or technical school
2019,Pennsylvania,Fruits and Vegetables,34.4,382.0,Income,"Less than $15,000"
2018,New Mexico,Obesity / Weight Status,39.7,891.0,Age (years),45 - 54
2023,South Carolina,Physical Activity,36.1,900.0,Income,"$75,000 or greater"
2023,New Mexico,Obesity / Weight Status,31.3,778.0,Education,High school graduate
2023,New Jersey,Physical Activity,17.0,383.0,Education,Less than high school
2023,Puerto Rico,Physical Activity,26.8,299.0,Income,"$50,000 - $74,999"
2022,Oklahoma,Obesity / Weight Status,36.4,1768.0,Education,College graduate
2023,Georgia,Obesity / Weight Status,32.9,786.0,Income,"$35,000 - $49,999"
2018,Minnesota,Obesity / Weight Status,35.6,1858.0,Income,"$35,000 - $49,999"
2019,District of Columbia,Physical Activity,22.1,982.0,Race/Ethnicity,Non-Hispanic Black
2019,New Hampshire,Fruits and Vegetables,38.4,508.0,Income,"$15,000 - $24,999"
2021,Wyoming,Fruits and Vegetables,41.3,2241.0,Gender,Female
2019,Tennessee,Fruits and Vegetables,45.6,558.0,Income,"Less than $15,000"
2019,Minnesota,Physical Activity,43.6,61.0,Race/Ethnicity,Other
2020,Nevada,Physical Activity,36.3,305.0,Income,"$15,000 - $24,999"
2023,Nebraska,Physical Activity,24.2,6896.0,Gender,Female
2019,Minnesota,Physical Activity,23.3,2140.0,Income,Data not reported
2019,Kentucky,Physical Activity,15.7,616.0,Education,Less than high school
2023,Kansas,Physical Activity,29.7,422.0,Income,"$15,000 - $24,999"
2019,Texas,Physical Activity,34.5,4068.0,Age (years),65 or older
2021,Guam,Fruits and Vegetables,28.6,466.0,Race/Ethnicity,Asian
2019,Mississippi,Fruits and Vegetables,48.7,469.0,Age (years),25 - 34
2018,South Dakota,Obesity / Weight Status,39.2,5282.0,Race/Ethnicity,Non-Hispanic White
2021,Utah,Fruits and Vegetables,40.3,929.0,Income,"$35,000 - $49,999"
2018,North Carolina,Obesity / Weight Status,36.4,723.0,Income,Data not reported
2019,Nebraska,Obesity / Weight Status,40.4,2915.0,Age (years),55 - 64
2021,Utah,Fruits and Vegetables,18.7,2600.0,Age (years),65 or older
2021,Pennsylvania,Obesity / Weight Status,29.5,633.0,Race/Ethnicity,Non-Hispanic Black
2019,Minnesota,Physical Activity,23.5,1649.0,Income,"$35,000 - $49,999"
2019,District of Columbia,Fruits and Vegetables,14.6,123.0,Income,"$25,000 - $34,999"
2019,Puerto Rico,Physical Activity,15.7,1543.0,Income,"$15,000 - $24,999"
2023,North Dakota,Physical Activity,28.1,456.0,Income,"$25,000 - $34,999"
2023,Georgia,Physical Activity,63.3,61.0,Race/Ethnicity,Other
2019,Wisconsin,Obesity / Weight Status,34.1,504.0,Age (years),35 - 44
2020,National,Physical Activity,30.6,31255.0,Race/Ethnicity,Hispanic
2018,Indiana,Physical Activity,27.8,132.0,Race/Ethnicity,2 or more races
2018,Connecticut,Obesity / Weight Status,27.4,9722.0,Total,Total
2019,Mississippi,Physical Activity,44.0,246.0,Age (years),18 - 24
2018,Guam,Physical Activity,25.8,152.0,Age (years),18 - 24
2023,Alabama,Physical Activity,59.7,1516.0,Gender,Male
2020,Hawaii,Physical Activity,25.8,2574.0,Age (years),65 or older
2018,New York,Obesity / Weight Status,33.8,8541.0,Education,Some college or technical school
2018,Maryland,Physical Activity,32.1,1090.0,Income,"$25,000 - $34,999"
2021,Mississippi,Obesity / Weight Status,41.5,2363.0,Gender,Female
2018,National,Physical Activity,21.9,51468.0,Age (years),35 - 44
2021,New Jersey,Physical Activity,15.1,121.0,Race/Ethnicity,2 or more races
2019,Delaware,Physical Activity,30.7,684.0,Income,Data not reported
2021,New Mexico,Physical Activity,19.4,2966.0,Race/Ethnicity,Non-Hispanic White
2023,New Jersey,Physical Activity,24.7,1924.0,Education,Some college or technical school
2023,National,Physical Activity,60.7,8485.0,Race/Ethnicity,2 or more races
2019,Washington,Physical Activity,17.0,9733.0,Race/Ethnicity,Non-Hispanic White
2021,District of Columbia,Obesity / Weight Status,34.6,478.0,Age (years),55 - 64
2021,Wisconsin,Fruits and Vegetables,38.8,5622.0,Total,Total
2023,Michigan,Obesity / Weight Status,29.5,902.0,Income,"$25,000 - $34,999"
2022,Maine,Physical Activity,16.5,1163.0,Income,"$75,000 or greater"
2019,Nebraska,Physical Activity,41.1,4583.0,Education,College graduate
2019,Nebraska,Physical Activity,19.2,1733.0,Age (years),35 - 44
2023,North Carolina,Obesity / Weight Status,38.9,260.0,Income,"$15,000 - $24,999"
2023,Washington,Physical Activity,19.2,834.0,Race/Ethnicity,2 or more races
2020,Arkansas,Obesity / Weight Status,30.6,1512.0,Education,High school graduate
2019,Wisconsin,Fruits and Vegetables,42.5,709.0,Income,"$50,000 - $74,999"
2023,Mississippi,Physical Activity,32.6,472.0,Age (years),55 - 64
2023,Kansas,Physical Activity,37.8,1335.0,Age (years),35 - 44
2019,Alaska,Obesity / Weight Status,15.4,158.0,Age (years),18 - 24
2023,Kansas,Obesity / Weight Status,33.8,3542.0,Income,Data not reported
2019,Tennessee,Physical Activity,29.7,4700.0,Race/Ethnicity,Non-Hispanic White
2018,South Dakota,Obesity / Weight Status,26.5,529.0,Income,"Less than $15,000"
2019,Georgia,Fruits and Vegetables,42.8,812.0,Age (years),35 - 44
2019,Florida,Physical Activity,45.6,6172.0,Age (years),65 or older
2021,Michigan,Fruits and Vegetables,20.9,110.0,Race/Ethnicity,Other
2019,Kentucky,Physical Activity,29.5,2117.0,Education,Some college or technical school
2019,Wisconsin,Fruits and Vegetables,31.4,532.0,Income,"$15,000 - $24,999"
2018,Minnesota,Obesity / Weight Status,31.5,189.0,Race/Ethnicity,2 or more races
2018,Delaware,Physical Activity,23.2,2309.0,Gender,Male
2023,Arizona,Obesity / Weight Status,32.1,944.0,Age (years),25 - 34
2023,Alaska,Physical Activity,38.7,125.0,Race/Ethnicity,Asian
2020,Alabama,Physical Activity,25.2,2171.0,Gender,Male
2021,Georgia,Fruits and Vegetables,39.2,3851.0,Gender,Female
2021,California,Fruits and Vegetables,42.4,71.0,Race/Ethnicity,Other
2019,Arizona,Fruits and Vegetables,38.5,1524.0,Age (years),55 - 64
2023,Colorado,Physical Activity,13.8,6305.0,Race/Ethnicity,Non-Hispanic White
2023,Maine,Physical Activity,70.3,1248.0,Income,"$75,000 or greater"
2019,Idaho,Physical Activity,54.0,462.0,Income,"$25,000 - $34,999"
2022,South Dakota,Obesity / Weight Status,42.1,651.0,Age (years),25 - 34
2023,New York,Physical Activity,25.1,1000.0,Education,Less than high school
2022,Delaware,Obesity / Weight Status,35.6,1456.0,Education,College graduate
2022,Wyoming,Obesity / Weight Status,32.9,1329.0,Income,Data not reported
2019,Kentucky,Fruits and Vegetables,17.7,1138.0,Age (years),45 - 54
2020,Maryland,Obesity / Weight Status,34.7,108.0,Race/Ethnicity,Other
2023,Rhode Island,Physical Activity,40.7,1278.0,Education,Some college or technical school
2023,Rhode Island,Physical Activity,31.3,442.0,Income,"$25,000 - $34,999"
2019,Arizona,Physical Activity,23.5,687.0,Age (years),25 - 34
2023,Oklahoma,Physical Activity,40.4,2413.0,Education,College graduate
2022,Washington,Obesity / Weight Status,35.9,919.0,Education,Less than high school
2019,Rhode Island,Physical Activity,34.7,4322.0,Race/Ethnicity,Non-Hispanic White
2019,Nevada,Fruits and Vegetables,24.8,59.0,Race/Ethnicity,Asian
2022,Michigan,Physical Activity,43.6,457.0,Income,"Less than $15,000"
2018,Alaska,Physical Activity,12.0,380.0,Income,"$50,000 - $74,999"
2021,California,Obesity / Weight Status,37.4,951.0,Age (years),35 - 44
2019,West Virginia,Physical Activity,26.7,86.0,Race/Ethnicity,Non-Hispanic Black
2019,Arkansas,Obesity / Weight Status,32.6,1324.0,Education,Some college or technical school
2019,Michigan,Physical Activity,49.1,92.0,Race/Ethnicity,Other
2023,Texas,Physical Activity,29.3,1563.0,Age (years),45 - 54
2023,Michigan,Physical Activity,57.6,965.0,Income,"$35,000 - $49,999"
2019,Michigan,Physical Activity,53.0,90.0,Race/Ethnicity,Other
2023,West Virginia,Physical Activity,23.2,1642.0,Gender,Male
2019,Maine,Fruits and Vegetables,14.4,4311.0,Gender,Male
2019,South Dakota,Physical Activity,27.3,1890.0,Education,Some college or technical school
2019,Maine,Physical Activity,50.8,5861.0,Gender,Female
2019,Missouri,Physical Activity,15.5,833.0,Age (years),45 - 54
2018,Iowa,Obesity / Weight Status,35.6,1734.0,Age (years),55 - 64
2023,South Dakota,Obesity / Weight Status,42.4,1017.0,Age (years),55 - 64
2020,New York,Obesity / Weight Status,31.8,203.0,Race/Ethnicity,2 or more races
2019,Maine,Obesity / Weight Status,18.3,336.0,Age (years),18 - 24
2020,Wisconsin,Obesity / Weight Status,29.4,58.0,Race/Ethnicity,Asian
2021,North Dakota,Fruits and Vegetables,28.0,83.0,Race/Ethnicity,Hispanic
2019,Delaware,Physical Activity,43.8,261.0,Income,"Less than $15,000"
2019,Puerto Rico,Physical Activity,12.7,1561.0,Income,"$15,000 - $24,999"
2023,California,Obesity / Weight Status,39.8,1022.0,Income,"$25,000 - $34,999"
2020,North Carolina,Physical Activity,24.2,651.0,Income,"$35,000 - $49,999"
2019,Maine,Physical Activity,30.6,10518.0,Total,Total
2023,Florida,Obesity / Weight Status,32.1,1687.0,Income,"$50,000 - $74,999"
2019,Kansas,Fruits and Vegetables,40.1,1328.0,Income,"$35,000 - $49,999"
2020,District of Columbia,Physical Activity,17.5,88.0,Race/Ethnicity,Asian
2022,Colorado,Obesity / Weight Status,15.0,592.0,Age (years),18 - 24
2019,Illinois,Obesity / Weight Status,32.5,1531.0,Age (years),65 or older
2023,Wyoming,Physical Activity,9.6,138.0,Income,"Less than $15,000"
2023,Delaware,Physical Activity,60.5,1697.0,Age (years),65 or older
2018,Kentucky,Physical Activity,55.2,949.0,Income,"Less than $15,000"
2023,Montana,Obesity / Weight Status,34.7,1170.0,Age (years),55 - 64
2023,South Dakota,Physical Activity,56.5,1317.0,Education,High school graduate
2021,South Dakota,Obesity / Weight Status,37.0,3431.0,Gender,Female
2018,Iowa,Obesity / Weight Status,29.2,2800.0,Education,College graduate
2021,District of Columbia,Obesity / Weight Status,29.1,425.0,Age (years),25 - 34
2023,West Virginia,Physical Activity,59.0,1230.0,Income,Data not reported
2019,Minnesota,Physical Activity,60.1,2089.0,Income,"$50,000 - $74,999"
2019,North Carolina,Physical Activity,39.9,104.0,Race/Ethnicity,American Indian/Alaska Native
2019,Ohio,Obesity / Weight Status,34.5,12385.0,Total,Total
2020,Vermont,Obesity / Weight Status,29.5,1362.0,Age (years),55 - 64
2021,Maryland,Obesity / Weight Status,31.6,3161.0,Education,High school graduate
2023,Georgia,Physical Activity,30.2,2965.0,Income,Data not reported
2023,Nevada,Obesity / Weight Status,36.2,413.0,Age (years),55 - 64
2019,Virginia,Physical Activity,46.9,578.0,Age (years),18 - 24
2018,Rhode Island,Obesity / Weight Status,37.0,1235.0,Education,High school graduate
2023,National,Physical Activity,19.6,187084.0,Income,Data not reported
2021,Arizona,Physical Activity,30.2,1207.0,Income,"$25,000 - $34,999"
2021,Vermont,Obesity / Weight Status,28.6,802.0,Income,"$75,000 or greater"
2019,Arkansas,Physical Activity,46.3,172.0,Age (years),18 - 24
2020,Nevada,Obesity / Weight Status,31.3,362.0,Race/Ethnicity,Hispanic
2021,Massachusetts,Physical Activity,25.8,1420.0,Education,High school graduate
2023,North Carolina,Physical Activity,47.1,259.0,Education,Less than high school
2018,Washington,Physical Activity,23.0,4996.0,Age (years),65 or older
2023,New Hampshire,Physical Activity,29.1,3959.0,Age (years),65 or older
2023,New Hampshire,Physical Activity,30.3,379.0,Age (years),35 - 44
2023,Tennessee,Physical Activity,30.4,627.0,Age (years),35 - 44
2023,Mississippi,Obesity / Weight Status,31.2,1181.0,Education,Some college or technical school
2021,Minnesota,Fruits and Vegetables,18.6,7116.0,Gender,Female
2018,Kentucky,Physical Activity,37.3,792.0,Income,"$25,000 - $34,999"
2019,Indiana,Physical Activity,38.9,3560.0,Gender,Male
2021,Vermont,Physical Activity,17.3,6002.0,Race/Ethnicity,Non-Hispanic White
2022,Oregon,Obesity / Weight Status,29.9,72.0,Race/Ethnicity,Non-Hispanic Black
2019,Arizona,Obesity / Weight Status,32.1,4309.0,Gender,Female
2022,North Carolina,Physical Activity,35.8,458.0,Race/Ethnicity,Hispanic
2021,Georgia,Fruits and Vegetables,44.3,98.0,Race/Ethnicity,Asian
2018,Ohio,Obesity / Weight Status,33.6,1236.0,Income,"$25,000 - $34,999"
2020,Nebraska,Obesity / Weight Status,32.4,259.0,Race/Ethnicity,Non-Hispanic Black
2023,Puerto Rico,Physical Activity,49.1,606.0,Income,"$25,000 - $34,999"
2020,Arizona,Obesity / Weight Status,37.1,1356.0,Age (years),45 - 54
2023,Alabama,Physical Activity,32.2,810.0,Age (years),55 - 64
2019,Idaho,Obesity / Weight Status,35.0,1328.0,Education,High school graduate
2022,Rhode Island,Obesity / Weight Status,32.9,257.0,Income,"Less than $15,000"
2019,North Carolina,Physical Activity,47.0,301.0,Age (years),18 - 24
2020,Kentucky,Obesity / Weight Status,33.8,612.0,Income,Data not reported
2019,Maine,Obesity / Weight Status,26.2,336.0,Age (years),18 - 24
2019,Nebraska,Physical Activity,28.1,1484.0,Income,"$25,000 - $34,999"
2019,Missouri,Obesity / Weight Status,28.2,93.0,Race/Ethnicity,2 or more races
2019,North Dakota,Physical Activity,25.6,63.0,Race/Ethnicity,2 or more races
